student_reg_no,course_code,created_at,updated_at,is_reguler
THAWSEE107,DPEEMJS508,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSME108,DPMEMJS410,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSME108,DPME102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSME108,DPMEMI2S744,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE109,DPCEMJS153,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE109,DPCEMI1S171,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE109,DPCEMI2S372,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE109,DPBTMI2S893,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS110,DPCSMI1S245,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS110,DPCSCOS896,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS110,DPCSMI2S867,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS420,DPCSMJS853,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS420,DPCSMI2S182,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS420,DPCSMI2S794,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS420,DPCSMI1S456,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS501,DPCSMI1S689,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS501,DPCSMI1S879,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS501,DPCSCOS721,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS501,DPCSMI1S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS502,DPCS101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS502,DPCSCOS205,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS502,DPCSMI1S456,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS502,DPMEMJS190,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS503,DPCSCOS404,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS503,DPCSMI2S637,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS503,DPCSMI2S581,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS503,DPCS102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS503,DPCEMJS425,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE501,DPCEMI2S117,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE501,DPCECOS397,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE501,DPCEMI1S171,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE502,DPCEMI2S531,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE502,DPCEMJS153,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCE502,DPCEMI2S719,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCE502,DPCEMI2S633,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE501,DPEEMI2S123,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEE501,DPEEMI2S591,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE501,DPEEMJS141,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE502,DPEEMI1S491,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE502,DPEE102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEE502,DPEEMI2S480,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSME501,DPMEMI1S476,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSME501,DPME103,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSME501,DPMEMJS391,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSEC501,DPECMI2S638,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEC501,DPECMJS270,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEC501,DPEC104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEC501,DPECMI1S399,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEC501,DPCH802,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSME502,DPMEMI1S476,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSME502,DPMECOS374,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSME502,DPMECOS888,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSME502,DPMEMJS723,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS504,DPCSMI1S594,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS504,DPCSMI2S581,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS504,DPCSMI1S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS601,DPCSCOS896,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS601,DPCSMI1S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS601,DPCSMI2S581,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS602,DPCSMI2S867,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS602,DPCSMI1S245,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS602,DPCSMI2S444,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS602,DPCSCOS523,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS603,DPCSCOS673,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS603,DPCSCOS187,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS603,DPCS103,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS604,DPCSMJS450,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS604,DPCSMI1S456,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS604,DPCSMJS853,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS605,DPCSMI1S753,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS605,DPCSMI1S245,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS605,DPCSMI1S456,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS606,DPCSMI1S130,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS606,DPCSMI1S689,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS606,DPCSMI2S182,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS606,DPCSMI1S245,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS607,DPCSMI1S245,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS607,DPCSMI2S794,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS607,DPCSMI2S581,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS607,DPCS104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS608,DPCSMI2S182,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS608,DPCSMI2S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS608,DPCSMJS188,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS608,DPMS403,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS609,DPCSCOS523,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS609,DPCSMI1S753,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS609,DPCSMI1S245,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS609,DPCS102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS610,DPCS102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS610,DPCS101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS610,DPCSMI1S456,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS610,DPCSMI2S267,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS611,DPCSMJS649,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS611,DPCSCOS301,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS611,DPCSCOS187,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS611,DPCSMI1S245,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS612,DPCSCOS673,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS612,DPCSMI1S879,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS612,DPCSMI2S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS612,DPCSMI1S689,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS613,DPCSCOS721,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS613,DPCSMI2S182,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS613,DPCSMI1S753,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS613,DPCSMI1S130,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS614,DPCSCOS523,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS614,DPCSMI1S879,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS614,DPCSMI1S753,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS615,DPCSMI1S753,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS615,DPCSMI1S594,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS615,DPCSMI1S879,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS615,DPCSMJS649,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS616,DPCSMI1S456,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS616,DPCS101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS616,DPCSMI2S581,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS616,DPCS104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS617,DPCS103,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS617,DPCSCOS523,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS617,DPCSCOS721,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS618,DPCSMI2S637,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS618,DPCSMI1S594,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS618,DPCSMJS778,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS619,DPCS104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS619,DPCSCOS301,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS619,DPCSCOS896,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS620,DPCSCOS721,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS620,DPCSMI1S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS620,DPCSMI1S753,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS621,DPCSMJS649,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS621,DPCSMJS375,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS621,DPCS103,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS622,DPCSMI1S689,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS622,DPCSMI2S444,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS622,DPCSMJS450,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS623,DPCSMI1S456,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS623,DPCSMI2S794,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS623,DPCSMI2S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS623,DPCE2503,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS624,DPCSMI2S267,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS624,DPCSMI1S689,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS624,DPCSCOS187,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS624,DPITMI1S485,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS625,DPCSMI2S867,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS625,DPCSCOS187,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS625,DPCS101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS626,DPCSMI1S753,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS626,DPCS102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS626,DPCSMI2S267,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS626,DPCSMJS375,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS626,DPCE2MI1S600,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS627,DPCSMJS450,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS627,DPCSCOS721,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS627,DPCSMJS375,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS628,DPCSCOS673,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS628,DPCS101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS628,DPCS102,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS629,DPCSMI2S581,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS629,DPCSMI1S130,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS629,DPCS101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS629,DPCSMI1S753,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS629,DPMT601,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS630,DPCS104,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS630,DPCSMI2S267,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS630,DPCSMI2S581,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS630,DPBT103,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS631,DPCSMI2S267,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS631,DPCSMI2S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS631,DPCSCOS301,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS631,DPCSMI2S444,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS632,DPCSMI2S182,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS632,DPCSMI1S689,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS632,DPCSCOS721,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS633,DPCSMI2S794,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS633,DPCSCOS205,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS633,DPCSCOS523,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS634,DPCSMI1S456,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS634,DPCSMI2S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS634,DPCSMI1S879,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS635,DPCSCOS404,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS635,DPCSMI2S581,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS635,DPCSMI1S456,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS635,DPCSMI1S594,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS636,DPCSMI1S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS636,DPCSMI1S245,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS636,DPCSMI2S341,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS636,DPCSMI2S794,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS637,DPCSCOS301,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS637,DPCSCOS673,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS637,DPCS101,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS638,DPCSCOS404,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS638,DPCSMJS853,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS638,DPCSMI1S245,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS638,DPCSMI1S689,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS639,DPCSMI1S879,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS639,DPCSCOS404,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS639,DPCSCOS673,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS639,DPCSCOS523,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS640,DPCSMI1S130,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS640,DPCSMJS188,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSCS640,DPCSCOS205,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,False
THAWSCS640,DPCSMI1S879,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
THAWSEC601,DPECMI1S265,2025-01-10T16:00:16.130197+00,2025-01-10T16:00:16.130197+00,True
